link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000183,LY-HOT-000071,hotels,فندق القوس,IMG-27EBB5D1811A6D8C,assets/images/hotels/hotels-LY-HOTELS-00071-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00068,IMG-4CF058E13C18A209,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000184,LY-HOT-000071,hotels,فندق القوس,IMG-423E63AF0FAE65B8,assets/images/hotels/hotels-LY-HOTELS-00071-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00067,IMG-013382A62B178BC1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000185,LY-HOT-000071,hotels,فندق القوس,IMG-E6A4B9EEFC8601EA,assets/images/hotels/hotels-LY-HOTELS-00071-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00642,IMG-4ACA6B83BEAC8FB2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000186,LY-HOT-000072,hotels,فندق الكبير,IMG-0FA01A3B05B019A0,assets/images/hotels/hotels-LY-HOTELS-00072-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01307,IMG-50D31F0B8DD20094,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000187,LY-HOT-000072,hotels,فندق الكبير,IMG-B63B81CD689C938E,assets/images/hotels/hotels-LY-HOTELS-00072-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00603,IMG-E3CEC547FD6414DE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000188,LY-HOT-000072,hotels,فندق الكبير,IMG-9E66C7C2F6112B82,assets/images/hotels/hotels-LY-HOTELS-00072-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00211,IMG-FC38686D08FC0C72,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000189,LY-HOT-000072,hotels,فندق الكبير,IMG-752483F138A45644,assets/images/hotels/hotels-LY-HOTELS-00072-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00554,IMG-2673CF83FF1B58F0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000190,LY-HOT-000072,hotels,فندق الكبير,IMG-FB6165434830FC8F,assets/images/hotels/hotels-LY-HOTELS-00072-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00737,IMG-1838662DE706E480,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000191,LY-HOT-000074,hotels,فندق الماسة,IMG-5F1F8C35419379DF,assets/images/hotels/hotels-LY-HOTELS-00074-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00410,IMG-29E63001ED6E6AA8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000192,LY-HOT-000074,hotels,فندق الماسة,IMG-9A38C31656C2A4A0,assets/images/hotels/hotels-LY-HOTELS-00074-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00828,IMG-65343EDBF226D320,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000193,LY-HOT-000074,hotels,فندق الماسة,IMG-F99921F35FBF6B25,assets/images/hotels/hotels-LY-HOTELS-00074-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00355,IMG-CCBA64296723A07E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000194,LY-HOT-000074,hotels,فندق الماسة,IMG-76283253C1ABE665,assets/images/hotels/hotels-LY-HOTELS-00074-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01239,IMG-BCA9B7C411A45587,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000195,LY-HOT-000074,hotels,فندق الماسة,IMG-2A56245AD9EEFF74,assets/images/hotels/hotels-LY-HOTELS-00074-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00605,IMG-0A9F6B7EC32C8888,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000196,LY-HOT-000075,hotels,فندق المتوسط,IMG-4F0A3CE02FA1B883,assets/images/hotels/hotels-LY-HOTELS-00075-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01392,IMG-5BE42BF01EA16B89,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000197,LY-HOT-000075,hotels,فندق المتوسط,IMG-C5C85A7766EDDAF0,assets/images/hotels/hotels-LY-HOTELS-00075-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00299,IMG-F72A2B3B53583513,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000198,LY-HOT-000075,hotels,فندق المتوسط,IMG-D9EDD81AAF8CF93F,assets/images/hotels/hotels-LY-HOTELS-00075-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00384,IMG-06C9B682D26BC85A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000199,LY-HOT-000075,hotels,فندق المتوسط,IMG-0133C435EE3A1D77,assets/images/hotels/hotels-LY-HOTELS-00075-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01335,IMG-B33680E16C6CFDBC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000200,LY-HOT-000075,hotels,فندق المتوسط,IMG-EA0D93EB480687A0,assets/images/hotels/hotels-LY-HOTELS-00075-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00001,IMG-5A6315C65F17467F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000201,LY-HOT-000077,hotels,فندق المشكاة,IMG-31E0CFFABE88906C,assets/images/hotels/hotels-LY-HOTELS-00077-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00084,IMG-FDB2049E02358947,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000202,LY-HOT-000077,hotels,فندق المشكاة,IMG-A226501C2C5AC872,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01083,IMG-632EAAC9502CE2F4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000203,LY-HOT-000077,hotels,فندق المشكاة,IMG-7D813CB38D6D33EC,assets/images/hotels/hotels-LY-HOTELS-00077-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00461,IMG-EAFD9A62CE958CCF,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000204,LY-HOT-000078,hotels,فندق المنامة,IMG-F83777E607F937D9,assets/images/hotels/hotels-LY-HOTELS-00078-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00973,IMG-F83777E607F937D9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000205,LY-HOT-000078,hotels,فندق المنامة,IMG-B4B10F0D39B315A2,assets/images/hotels/hotels-LY-HOTELS-00078-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00561,IMG-4F7ED537F1D41AB1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000206,LY-HOT-000078,hotels,فندق المنامة,IMG-2C6CCAAC860933E7,assets/images/hotels/hotels-LY-HOTELS-00078-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01102,IMG-506D468D5469D83B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000207,LY-HOT-000079,hotels,فندق النخلة,IMG-280C1B178E8D3CFF,assets/images/hotels/hotels-LY-HOTELS-00079-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00494,IMG-9DECD06211223AB2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000208,LY-HOT-000079,hotels,فندق النخلة,IMG-1834A16B1E6893A7,assets/images/hotels/hotels-LY-HOTELS-00079-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00553,IMG-0AFFB1E69BFA3E19,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000209,LY-HOT-000079,hotels,فندق النخلة,IMG-773578DB80421152,assets/images/hotels/hotels-LY-HOTELS-00079-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00563,IMG-18C2E31FECBA82E1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000210,LY-HOT-000079,hotels,فندق النخلة,IMG-00AD23CCC437AF69,assets/images/hotels/hotels-LY-HOTELS-00079-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00680,IMG-D28036F5C42EE759,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000211,LY-HOT-000079,hotels,فندق النخلة,IMG-558A07BE19CA49F3,assets/images/hotels/hotels-LY-HOTELS-00079-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01276,IMG-7F54440D52B35781,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000212,LY-HOT-000080,hotels,فندق النقازة الخمس,IMG-03FE1BFC24DF7657,assets/images/hotels/hotels-LY-HOTELS-00080-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01128,IMG-38960BB243DCAEBE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000213,LY-HOT-000080,hotels,فندق النقازة الخمس,IMG-8260C35E37C8BB09,assets/images/hotels/hotels-LY-HOTELS-00080-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00350,IMG-82C4B38860F356A2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000214,LY-HOT-000080,hotels,فندق النقازة الخمس,IMG-0072368E13CFE601,assets/images/hotels/hotels-LY-HOTELS-00080-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00577,IMG-878A93F9BCF924DC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000215,LY-HOT-000080,hotels,فندق النقازة الخمس,IMG-3774034861DF847F,assets/images/hotels/hotels-LY-HOTELS-00080-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00540,IMG-BD230755B5C8E0E2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000216,LY-HOT-000080,hotels,فندق النقازة الخمس,IMG-4AE1EF36145F026A,assets/images/hotels/hotels-LY-HOTELS-00080-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00514,IMG-E3609CD7F024E87B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000217,LY-HOT-000081,hotels,فندق النهر,IMG-00DF5A97DE0DCF00,assets/images/hotels/hotels-LY-HOTELS-00081-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01210,IMG-44F58819FE6505E3,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000218,LY-HOT-000081,hotels,فندق النهر,IMG-7AB18C0F32D27614,assets/images/hotels/hotels-LY-HOTELS-00081-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01272,IMG-61C692CA68C7D0EB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000219,LY-HOT-000081,hotels,فندق النهر,IMG-34A938DE57371F07,assets/images/hotels/hotels-LY-HOTELS-00081-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01092,IMG-D552FBC06D8583DA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000220,LY-HOT-000084,hotels,فندق الواحات,IMG-612CCDBF36460E46,assets/images/hotels/hotels-LY-HOTELS-00084-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00869,IMG-D6889136D1DAD153,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000221,LY-HOT-000085,hotels,فندق الياسمين,IMG-477F3B49EC08BB94,assets/images/hotels/hotels-LY-HOTELS-00085-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01113,IMG-477F3B49EC08BB94,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000222,LY-HOT-000085,hotels,فندق الياسمين,IMG-F233C639D2E8E39B,assets/images/hotels/hotels-LY-HOTELS-00085-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00822,IMG-3D576F4253897F84,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000223,LY-HOT-000085,hotels,فندق الياسمين,IMG-CA972D864941F241,assets/images/hotels/hotels-LY-HOTELS-00085-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00486,IMG-B051BE6C0F81B033,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000224,LY-HOT-000086,hotels,فندق أجنحة قرطاج,IMG-F7EC6271B650752B,assets/images/hotels/hotels-LY-HOTELS-00086-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00349,IMG-C778F371CEE679A5,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000225,LY-HOT-000086,hotels,فندق أجنحة قرطاج,IMG-F0A86AFA3850DF73,assets/images/hotels/hotels-LY-HOTELS-00086-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00095,IMG-4BDB0432089D1D82,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000226,LY-HOT-000086,hotels,فندق أجنحة قرطاج,IMG-26336BB4A4128505,assets/images/hotels/hotels-LY-HOTELS-00086-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00144,IMG-E59A65BBD46ACBB2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000227,LY-HOT-000086,hotels,فندق أجنحة قرطاج,IMG-51E13EC44319543A,assets/images/hotels/hotels-LY-HOTELS-00086-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01284,IMG-ED4FB57C8879404C,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000228,LY-HOT-000086,hotels,فندق أجنحة قرطاج,IMG-78AF229C6E680D31,assets/images/hotels/hotels-LY-HOTELS-00086-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00806,IMG-AD17C5E93947DB3F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000229,LY-HOT-000088,hotels,فندق بنت السيد,IMG-599C8099E31AA502,assets/images/hotels/hotels-LY-HOTELS-00088-01.webp,gallery,true,acceptable,cannot_determine,DUP-00682,IMG-D1E6E47D8546628E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000230,LY-HOT-000090,hotels,فندق بيت الأمان,IMG-51AB10EF4C188BE1,assets/images/hotels/hotels-LY-HOTELS-00090-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00532,IMG-20805D649E860231,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000231,LY-HOT-000090,hotels,فندق بيت الأمان,IMG-30C2E9E862A9C5C2,assets/images/hotels/hotels-LY-HOTELS-00090-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00638,IMG-6DCB624E181157AC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000232,LY-HOT-000090,hotels,فندق بيت الأمان,IMG-12943799F215FFA1,assets/images/hotels/hotels-LY-HOTELS-00090-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00808,IMG-558E091E762A9458,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
